"job_id","company_id","job_title_short","job_title","job_location","job_via","job_schedule_type","job_work_from_home","search_location","job_posted_date","job_no_degree_mention","job_health_insurance","job_country","salary_rate","salary_year_avg","salary_hour_avg"
710984,572,"Senior Data Analyst","CRM Campaign Analyst","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-20 07:12:53",1,"","Peru","","",""
711757,572,"Cloud Engineer","Net Azure Developer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-26 07:14:46",1,"","Peru","","",""
712472,572,"Business Analyst","Sales Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:19","","","Peru","","",""
714037,572,"Data Engineer","W: : Data Engineer Lead","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-04 07:28:24",1,"","Peru","","",""
714529,572,"Software Engineer","Senior Software Engineer Backend","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-04 07:28:33",1,"","Peru","","",""
714541,572,"Data Analyst","Digital Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-02 07:34:08",1,"","Peru","","",""
715407,572,"Data Scientist","Associate Data Scientist Coe Internal Validation","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-19 07:26:15","","","Peru","","",""
716799,572,"Business Analyst","Reporting Analyst I","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-28 07:32:06",1,"","Peru","","",""
740330,572,"Data Scientist","Data Scientist","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-02 07:34:06","","","Peru","","",""
741550,572,"Business Analyst","Vp:senior Analyst/ml","Lima, Peru","via BeBee","Full-time","","Peru","2023-09-02 07:34:00","","","Peru","","",""
742069,572,"Data Engineer","Data Enginner Amplia Experiencia","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-28 07:12:29",1,"","Peru","","",""
744131,572,"Data Analyst","Marketing & Data Analyst Latam","Lima, Peru","via BeBee","Full-time","","Peru","2023-09-03 07:30:01",1,"","Peru","","",""
744135,572,"Data Engineer","Lead Data Warehousing Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-06 07:24:14",1,"","Peru","","",""
744733,572,"Senior Data Engineer","I:038) Wju249 Gho062 Jlo:871 Data Engineer Senior","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:32:24",1,"","Peru","","",""
748179,572,"Data Engineer","Data Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-26 07:14:40",1,"","Peru","","",""
748211,9199,"Data Analyst","Data Analyst","Peru","via BeBee Perú","Full-time","","Peru","2023-06-14 07:49:49",1,"","Peru","","",""
748700,572,"Data Engineer","Data Engineer","Iquitos, Peru","via BeBee","Full-time","","Peru","2023-10-08 07:43:54",1,"","Peru","","",""
749139,572,"Software Engineer","Azure DevOps Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-22 07:18:24",1,"","Peru","","",""
749888,572,"Cloud Engineer","Laboratory Process Engineer","Arequipa, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-12 07:27:13","","","Peru","","",""
750245,572,"Software Engineer","Software Engineer Middle","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-28 07:12:34",1,"","Peru","","",""
763553,572,"Data Scientist","Data Scientist Advisor de Pricing","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-04 07:28:04","","","Peru","","",""
765733,572,"Software Engineer","Software Engineer Iii. Android","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-22 07:18:19","","","Peru","","",""
765975,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-23 07:17:15",1,"","Peru","","",""
766905,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:22",1,"","Peru","","",""
767314,572,"Software Engineer","Engineer I","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-06 07:24:24","","","Peru","","",""
767606,572,"Data Analyst","Analyst, Geo Analytics","Peru","via BeBee","Full-time","","Peru","2023-08-28 07:32:16","","","Peru","","",""
769944,572,"Software Engineer","Senior DevOps","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-21 07:11:17",1,"","Peru","","",""
772042,572,"Cloud Engineer","Cloud Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-12 07:27:13","","","Peru","","",""
773863,572,"Senior Data Scientist","Senior Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:28","","","Peru","","",""
774486,572,"Cloud Engineer","Cloud Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-20 07:13:15",1,"","Peru","","",""
797771,572,"Software Engineer","Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-19 07:26:35",1,"","Peru","","",""
797868,572,"Senior Data Analyst","D:119) : Analista Senior de Data and Analytics :","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-10 08:02:50",1,"","Peru","","",""
799687,572,"Machine Learning Engineer","Process Engineer","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-10 07:27:23","","","Peru","","",""
801261,200983,"Cloud Engineer","Especialista Cloud Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-11 07:52:23","","","Peru","","",""
801279,572,"Cloud Engineer","Azure Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-07 07:22:11",1,"","Peru","","",""
802284,572,"Data Engineer","Big Data Engineer","Arequipa, Peru","via BeBee","Full-time","","Peru","2023-11-11 07:12:45",1,"","Peru","","",""
802865,572,"Senior Data Engineer","Senior Data Engineer","Junín, Peru","via BeBee","Full-time","","Peru","2023-10-07 07:22:08","","","Peru","","",""
803422,572,"Cloud Engineer","Engineer, Quality Control","Arequipa, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-11 07:31:01","","","Peru","","",""
804319,572,"Data Analyst","Control and Reporting Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-30 07:23:57","","","Peru","","",""
804421,572,"Data Analyst","Especialista de Data y Analytics","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-02 07:34:39",1,"","Peru","","",""
804578,572,"Senior Data Analyst","Data Analytics Senior","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-28 07:12:34",1,"","Peru","","",""
804965,572,"Software Engineer","Senior Engineering","Cajamarca, Peru","via BeBee Perú","Full-time","","Peru","2023-07-29 07:10:45","","","Peru","","",""
805379,572,"Business Analyst","Data Visualization y Bi","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-10 08:02:41","","","Peru","","",""
806623,572,"Business Analyst","Analyst, Learning","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-18 07:33:46","","","Peru","","",""
808552,572,"Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-12-01 07:17:17","","","Peru","","",""
808731,572,"Software Engineer","Staff Software Engineer","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-08-01 07:34:16","","","Peru","","",""
809418,572,"Cloud Engineer","Cloud Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-06 07:24:22",1,"","Peru","","",""
809690,572,"Software Engineer","Java Backend Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-20 07:13:12",1,"","Peru","","",""
809955,572,"Senior Data Scientist","Senior Data Science Engineer Latam","Lima, Peru","via BeBee","Full-time","","Peru","2023-09-03 07:30:10","","","Peru","","",""
810072,572,"Data Engineer","Especialista de Base de Datos y Estadística","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:32:14","","","Peru","","",""
810752,572,"Software Engineer","Senior IT Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-28 07:12:32",1,"","Peru","","",""
811095,572,"Senior Data Engineer","Fb397) (Kbc09) Senior Data Engineer : Xi Wp","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:32:27",1,"","Peru","","",""
811131,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-19 07:14:38",1,"","Peru","","",""
812894,572,"Senior Data Scientist","Senior Data Manager","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-17 07:14:38","","","Peru","","",""
813959,572,"Data Analyst","Lead Data Analyst","Junín, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-11 07:30:29","","","Peru","","",""
813960,572,"Cloud Engineer","QA (Quality Assurance) Automation Engineer : Remote","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-26 07:14:46",1,"","Peru","","",""
815765,572,"Software Engineer","Senior React Engineer","Lambayeque, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-17 07:14:05",1,"","Peru","","",""
816849,572,"Data Analyst","Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-23 07:17:10",1,"","Peru","","",""
817411,572,"Data Scientist","Npi:201) : (Rk:449) Bda032 : (Q247) Big Data DevOps","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-04 07:28:26",1,"","Peru","","",""
817616,572,"Business Analyst","Reporting Analyst","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-12-02 07:25:21","","","Peru","","",""
819790,572,"Data Scientist","Data Scientist","Peru","via Trabajo.org","Full-time","","Peru","2023-12-07 07:32:39","","","Peru","","",""
819824,572,"Data Analyst","Data Analytics Lead","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-06 07:24:03","","","Peru","","",""
820229,572,"Software Engineer","Typescript & SQL Etl Developer ‍ - Relocate to","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-08 07:43:59",1,"","Peru","","",""
820372,572,"Cloud Engineer","Senior Azure Infrastructure Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:45",1,"","Peru","","",""
820738,572,"Data Analyst","Product Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:16",1,"","Peru","","",""
821947,572,"Data Analyst","Customer Experience Data Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:31:49","","","Peru","","",""
822933,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-25 07:14:39",1,"","Peru","","",""
825108,572,"Data Analyst","Data Analyst Tunki","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-06 07:24:00","","","Peru","","",""
825249,572,"Data Analyst","Data Analytics Sales Specialist","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-17 07:14:19",1,"","Peru","","",""
826208,572,"Software Engineer","Integration Engineer/lead","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-08 07:43:59",1,"","Peru","","",""
826406,572,"Software Engineer","Ssr. Backend Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:48",1,"","Peru","","",""
826474,572,"Data Analyst","Data Architect","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-13 07:33:40",1,"","Peru","","",""
828095,572,"Senior Data Engineer","Data Engineer Senior","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-25 07:14:29",1,"","Peru","","",""
828487,572,"Senior Data Engineer","Senior Big Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-26 07:14:40","","","Peru","","",""
830132,572,"Senior Data Scientist","Udm:80) : Senior Data Scientist (Wkj:42)","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:32:09","","","Peru","","",""
830484,572,"Software Engineer","Project Development Engineer","Lima, Peru","via BeBee","Temp work","","Peru","2023-10-05 07:27:23",1,"","Peru","","",""
832431,572,"Data Analyst","Senior Clinical Data Manager","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-12-09 07:08:33","","","Peru","","",""
832766,572,"Software Engineer","Senior Software Engineer","Lonya Grande, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:49","","","Peru","","",""
833034,572,"Data Engineer","R:00130824 Data Engineer Natwest Group Insights and","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-08-28 07:32:22",1,"","Peru","","",""
833745,572,"Cloud Engineer","Arquitecto de Datos Cloud Gcp","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-10 07:27:23","","","Peru","","",""
834876,572,"Software Engineer","Python Developer","Cajamarca, Peru","via BeBee Perú","Full-time","","Peru","2023-11-17 07:14:53",1,"","Peru","","",""
835267,572,"Data Analyst","Sr. Sales Analytics Specialist","Lima, Peru","via BeBee","Full-time","","Peru","2023-09-02 07:34:03","","","Peru","","",""
795286,572,"Business Analyst","Dh226 : Business Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:19","","","Peru","","",""
795810,572,"Data Analyst","Data Analyst Cloud","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-27 07:13:57",1,"","Peru","","",""
796282,572,"Data Scientist","Jóvenes Profesionales Digital Programador Big Data","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-08 07:43:57","","","Peru","","",""
796596,572,"Senior Data Analyst","Px:090 : Analista Senior de Data Analitycs (P:057)","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:31:54",1,"","Peru","","",""
796764,572,"Data Scientist","Data Scientist","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-21 07:36:21","","","Peru","","",""
796914,572,"Machine Learning Engineer","Junior Machine Learning Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-05 07:27:16","","","Peru","","",""
880151,572,"Data Engineer","Data Engineer Gcp","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:01","","","Peru","","",""
881067,572,"Business Analyst","Data and Business Intelligence Associate Director","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:17","","","Peru","","",""
882115,572,"Data Analyst","Reporting and Data Specialist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:33","","","Peru","","",""
882490,572,"Software Engineer","Functional Analyst IT and Process","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-18 07:31:21","","","Peru","","",""
882724,572,"Software Engineer","IT Field Services Analyst Remote, Malaysia","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-09 07:50:09","","","Peru","","",""
883607,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-06 07:28:56",1,"","Peru","","",""
883924,572,"Data Scientist","Data Scientist","Arequipa, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-29 07:27:39","","","Peru","","",""
884210,572,"Senior Data Scientist","Senior Research Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-08 07:43:42","","","Peru","","",""
884589,572,"Software Engineer","Software Engineer Mid","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-11 07:31:01",1,"","Peru","","",""
698351,572,"Data Analyst","Data Analytics Manager","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-19 07:26:03",1,"","Peru","","",""
700187,572,"Data Analyst","Clinical Data Analyst I","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-17 07:14:15",1,"","Peru","","",""
703900,572,"Senior Data Scientist","Senior Data Scientist Ii","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-10 08:02:47","","","Peru","","",""
703998,572,"Data Analyst","Data Sourcing Manager:2","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-19 07:26:32",1,"","Peru","","",""
717945,572,"Data Analyst","Analista de Datos","Lima, Peru","via Trabajo.org","Full-time","","Peru","2023-12-07 07:32:36",1,"","Peru","","",""
719022,572,"Data Scientist","Data Scientist Associate I","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-27 07:13:33","","","Peru","","",""
719941,572,"Data Scientist","Data Scientist","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-05 07:26:55","","","Peru","","",""
720961,572,"Data Analyst","Analyst/ Researcher","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-06 07:24:02","","","Peru","","",""
722218,572,"Software Engineer","Senior DevOps Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-22 07:18:22",1,"","Peru","","",""
723803,572,"Software Engineer","C+ Generalist Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:48","","","Peru","","",""
724131,572,"Senior Data Engineer","Cut843 Senior Data Engineers","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-18 07:31:38",1,"","Peru","","",""
724818,572,"Data Scientist","Data Scientist","Cajamarca, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-28 07:11:56","","","Peru","","",""
726851,572,"Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org","Full-time","","Peru","2023-12-07 07:32:39","","","Peru","","",""
727030,572,"Business Analyst","Corporate Sales Analyst Perú","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-04 07:27:56",1,"","Peru","","",""
727548,572,"Business Analyst","Planning Control Engineer, Junior","Peru","via BeBee Perú","Full-time","","Peru","2023-07-24 07:29:16","","","Peru","","",""
728034,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-17 07:20:11",1,"","Peru","","",""
728823,572,"Business Analyst","Business Intelligence Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:31:49","","","Peru","","",""
728845,572,"Business Analyst","Reporting Analyst","Peru","via BeBee","Full-time","","Peru","2023-10-07 07:21:56","","","Peru","","",""
729595,572,"Data Engineer","Senior Site Reliability Engineer, Data Platform","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:22",1,"","Peru","","",""
729805,572,"Cloud Engineer","DevOps Engineer with Cloud","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-06 07:24:24","","","Peru","","",""
730251,572,"Data Engineer","Principal Data Engineer","Cajamarca, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-30 07:14:22",1,"","Peru","","",""
731042,572,"Business Analyst","Sales Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-10 07:27:04","","","Peru","","",""
732830,572,"Software Engineer","Software Modeling Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-21 07:36:39",1,"","Peru","","",""
733066,572,"Data Engineer","Data Engineer Aws Semi Senior","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-29 07:10:37","","","Peru","","",""
733424,572,"Data Analyst","Analista de Datos Aws","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-29 07:40:56",1,"","Peru","","",""
736415,572,"Senior Data Scientist","P:785) (Zgi758) : Senior Data Scientist : (Ke853)","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-13 07:33:08","","","Peru","","",""
736854,572,"Software Engineer","Zjm:33 G: Software Engineer Iii","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-04 07:14:04",1,"","Peru","","",""
738559,572,"Software Engineer","IT Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-29 07:40:59","","","Peru","","",""
774807,572,"Business Analyst","Reporting Analyst I","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-05 07:26:46",1,"","Peru","","",""
776149,572,"Business Analyst","Business Intelligence Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-27 07:10:53",1,"","Peru","","",""
776193,572,"Machine Learning Engineer","Machine Learning Researcher","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-10 07:27:11","","","Peru","","",""
776438,572,"Cloud Engineer","Fcn878","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-28 07:32:12","","","Peru","","",""
779392,572,"Business Analyst","Business Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-23 07:35:33","","","Peru","","",""
780257,572,"Data Analyst","Product Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-28 07:12:14",1,"","Peru","","",""
780740,572,"Senior Data Engineer","Data Engineer Gcp Senior","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-13 07:33:34","","","Peru","","",""
780800,572,"Senior Data Scientist","Geochemical Engineer, Senior","Peru","via BeBee Perú","Full-time","","Peru","2023-11-17 07:14:54","","","Peru","","",""
780897,572,"Business Analyst","Growth Analyst Senior","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-11 07:12:24",1,"","Peru","","",""
781001,572,"Software Engineer","Makersite) Senior Python Engineer","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-04 07:28:33",1,"","Peru","","",""
781338,572,"Business Analyst","Practicante de Business Analytics","Lima, Peru","via BeBee","Internship","","Peru","2023-10-10 07:27:06","","","Peru","","",""
781568,572,"Business Analyst","Business Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:19","","","Peru","","",""
782252,572,"Business Analyst","Operations Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-05 07:26:46","","","Peru","","",""
784679,572,"Data Engineer","Data Engineer Advanced","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-10 07:27:18","","","Peru","","",""
785251,572,"Software Engineer","Field Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-30 07:24:36","","","Peru","","",""
844806,572,"Business Analyst","Analista BI de Sap","La Molina, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-18 07:34:09","","","Peru","","",""
847142,572,"Senior Data Engineer","Senior Big Data Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-05 07:27:11",1,"","Peru","","",""
847856,572,"Data Analyst","Quantitative Data Analyst","Lima, Peru","via BeBee Perú","Full-time and Part-time","","Peru","2023-11-17 07:14:10","","","Peru","","",""
848787,572,"Data Analyst","Practicante Chapter de Data and Analytics","Lima, Peru","via BeBee Perú","Internship","","Peru","2023-11-17 07:14:19","","","Peru","","",""
848958,572,"Senior Data Engineer","Kbc09) Senior Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-28 07:32:24",1,"","Peru","","",""
849590,572,"Data Engineer","Big Data Engineer","Cajamarca, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-21 07:11:07","","","Peru","","",""
849918,572,"Business Analyst","Business Intelligence Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-25 07:14:09","","","Peru","","",""
850148,572,"Data Scientist","Data Scientist","Cajamarca, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-29 07:27:39","","","Peru","","",""
852179,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-17 07:20:11","","","Peru","","",""
852473,572,"Data Scientist","Data Scientist Gestión de Cumplimiento","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-04 07:32:36","","","Peru","","",""
852474,572,"Data Analyst","Data Analytics","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-20 07:12:53","","","Peru","","",""
852710,572,"Data Engineer","Data Engineer Advanced","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-22 07:18:13",1,"","Peru","","",""
853151,572,"Senior Data Scientist","Senior Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-11 07:30:57","","","Peru","","",""
854562,572,"Software Engineer","DevOps Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-23 07:17:30",1,"","Peru","","",""
855097,572,"Software Engineer","Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-28 07:12:34","","","Peru","","",""
868357,572,"Cloud Engineer","Pcf:314 Psk:461","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-11-17 07:14:19","","","Peru","","",""
868373,572,"Data Analyst","Data Quality Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-04 07:32:36",1,"","Peru","","",""
868426,11783,"Business Analyst","Regional Sales Analyst Andean","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-01-21 07:27:42",1,"","Peru","","",""
870218,572,"Business Analyst","Business Analyst Junior","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-22 07:18:03","","","Peru","","",""
871218,572,"Senior Data Engineer","Z-494) Cut843 Senior Data Engineers","Lima, Peru","via Trabajo.org","Full-time","","Peru","2023-12-07 07:32:39",1,"","Peru","","",""
871363,572,"Data Analyst","Digital Marketing Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-14 07:25:12","","","Peru","","",""
871604,572,"Senior Data Engineer","Senior Big Data Developer with Python","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-10 07:27:18",1,"","Peru","","",""
871951,572,"Data Scientist","Lead Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-15 07:45:28","","","Peru","","",""
871955,572,"Senior Data Scientist","Data Scientist Senior Latam","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-10 08:02:47","","","Peru","","",""
874970,572,"Data Analyst","Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-19 07:25:59","","","Peru","","",""
876137,572,"Data Engineer","Big Data Engineer Seniority: Senior/ Team Leader","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-12 07:32:21",1,"","Peru","","",""
